NAME;CITY;ID NUMBER;GENDER;SOCIAL STATUS;AGE;EDUCATION LEVEL;NEWS TYPE;FAKE NEWS SHARED THIS MONTH
Fletcher D'Amore;Santa Marta;231-24-0147;F;2;25;Tecnico;Farandula,Politica,Economica,Cientifica;6
Shizue Klein;Barranquilla;861-18-4522;M;6;59;Tecnico;;0
Gerald O'Keefe;Barranquilla;508-06-2050;M;5;30;Profesional;Politica;4
Kizzy Johns;Barranquilla;603-11-2245;M;6;60;Profesional especializacion/master;Economica,Cientifica;1
Nolan Jacobi IV;Cartagena;453-11-5138;M;5;47;Tecnico;Farandula,Politica,Economica;1
Mitchel MacGyver;Cartagena;049-95-2738;F;2;41;Tecnico;Cientifica,Politica;6
Mr. Gema Ondricka;Santa Marta;059-15-6150;M;6;36;Profesional doctorado;Farandula;6
Rep. Blossom Lueilwitz;Cartagena;454-43-8562;F;4;40;Profesional;Politica,Economica;5
Carolyn Boyer CPA;Cartagena;258-64-1871;F;2;33;Tecnico;Politica,Cientifica,Farandula;6
Alice Runolfsdottir Sr.;Cartagena;231-21-5175;F;2;60;Tecnico;Politica;1
Charise Hodkiewicz DVM;Santa Marta;024-23-4615;M;4;19;Profesional;;0
Francisco Larson;Santa Marta;605-42-1561;M;6;19;Tecnico;;0
Augustus Baumbach;Barranquilla;052-48-3804;M;4;38;Profesional;Politica,Economica,Cientifica;5
Maurine Larson;Cartagena;462-95-6790;M;4;16;Profesional;;0
Jerold Thompson;Santa Marta;179-21-1961;F;4;42;Profesional;Economica,Farandula;6
Cary Zemlak;Barranquilla;862-50-4897;F;4;24;Profesional;Cientifica,Politica,Economica,Farandula;4
Johnathon Prosacco;Barranquilla;873-16-5337;F;5;59;Tecnico;;0
Laurice Kris CPA;Cartagena;271-49-7509;M;3;55;Profesional;Politica;1
Terresa Ryan;Santa Marta;380-01-0819;M;3;25;Tecnico;Farandula,Politica,Economica;5
Jamey Kling;Santa Marta;052-55-4730;F;4;35;Tecnico;Politica,Farandula;4
Lisandra Runolfsdottir;Santa Marta;253-95-4587;F;5;37;Profesional especializacion/master;Economica,Cientifica;6
Mr. Kena Williamson;Santa Marta;662-03-9630;F;6;58;Profesional especializacion/master;Economica;1
Gerardo Klein;Santa Marta;107-41-6435;F;5;47;Tecnico;;0
Gov. Yoshiko Predovic;Barranquilla;303-86-1732;F;2;56;Profesional doctorado;;0
Kecia Stroman DVM;Barranquilla;270-58-9100;M;3;41;Tecnico;Politica;4
Marcelo Swift;Santa Marta;775-95-0897;F;6;31;Profesional;Cientifica,Farandula,Politica,Economica;6
Hung Roberts;Santa Marta;230-73-7139;M;2;15;Colegio;;0
Ramiro Borer;Cartagena;195-03-2483;M;5;51;Profesional;Farandula,Cientifica,Politica,Economica;1
Connie Funk;Santa Marta;800-48-5395;M;2;37;Profesional doctorado;Economica,Cientifica,Politica,Farandula;4
Wilfredo Lang;Barranquilla;360-58-2068;F;4;28;Profesional;Politica;5
Fredric Grimes;Cartagena;574-96-2984;M;5;44;Profesional;Farandula,Economica;6
Lonnie Waelchi;Barranquilla;748-51-9726;M;3;47;Profesional especializacion/master;;0
The Hon. Clay Herman;Barranquilla;803-97-5137;F;1;56;Profesional;;0
Marina Cummerata VM;Santa Marta;174-24-1783;M;3;55;Profesional doctorado;;0
Charita Bradtke;Santa Marta;206-99-4685;F;4;27;Tecnico;Farandula,Economica,Politica,Cientifica;5
Weldon Heathcote;Cartagena;766-33-0741;M;6;38;Tecnico;Cientifica,Farandula,Politica,Economica;5
Mr. Karren Ebert;Santa Marta;818-05-4657;M;4;50;Profesional;;0
Khadijah Bernier Sr.;Barranquilla;560-52-9343;F;1;19;Profesional;Economica,Farandula,Politica,Cientifica;1
Kasey Mann;Cartagena;852-54-8752;M;5;60;Tecnico;;0
Jacki Flatley;Cartagena;347-52-4656;F;5;24;Tecnico;Politica;4
Alexander Fadel;Cartagena;275-22-5515;M;5;48;Tecnico;Economica,Cientifica,Politica,Farandula;1
Tiffanie Dietrich I;Cartagena;225-44-3540;M;5;60;Tecnico;;0
Thanh Bartell PhD;Cartagena;157-12-7872;F;2;39;Profesional;Farandula,Economica,Cientifica,Politica;6
Ahmed Kuhic Esq.;Santa Marta;538-21-9358;F;6;27;Profesional especializacion/master;Cientifica,Politica;5
Claud Schaden;Barranquilla;024-50-0807;M;3;22;Tecnico;Economica,Cientifica,Politica,Farandula;6
Mr. Margurite Thiel;Cartagena;519-93-3055;F;6;18;Tecnico;Cientifica,Politica;1
Margarite Bahringer DVM;Barranquilla;756-74-8041;M;4;60;Tecnico;Economica,Farandula,Politica;1
Stella Hermann;Cartagena;556-40-7092;M;4;40;Tecnico;Politica;4
Roxanna Hettinger DO;Barranquilla;003-29-2463;F;3;27;Tecnico;Farandula,Cientifica,Economica,Politica;5
Olga Boehm;Cartagena;287-54-5359;M;1;24;Profesional;Politica,Economica;5
Dr. Daniel Prohaska;Cartagena;579-26-9851;F;6;52;Profesional;;0
Lewis Bashirian;Cartagena;695-03-2179;M;3;43;Tecnico;Cientifica,Economica,Farandula,Politica;4
Belia Bailey;Santa Marta;835-76-7444;M;2;16;Profesional;;0
Shari Miller;Santa Marta;201-54-0228;M;5;29;Profesional;Cientifica,Farandula,Politica;4
Jordan Johns;Barranquilla;695-60-2181;F;1;36;Tecnico;Economica,Politica;5
Damien Kuphal MD;Cartagena;234-64-2313;M;5;27;Profesional especializacion/master;Economica,Cientifica;5
The Hon. Mitchel Harber;Santa Marta;573-64-3630;M;4;29;Profesional;Farandula,Cientifica;5
Macy Daugherty II;Santa Marta;660-31-3177;F;6;29;Profesional;Cientifica,Economica,Politica,Farandula;4
Msgr. Spencer Rutherford;Barranquilla;503-45-9397;M;2;42;Tecnico;Economica,Farandula,Cientifica,Politica;5
Ms. Ginette Sauer;Cartagena;747-85-4870;M;6;18;Profesional;Economica,Politica;1
Mitzi Kiehn;Cartagena;804-02-8011;M;3;19;Tecnico;Cientifica,Politica,Economica,Farandula;1
Celestina Weissnat;Santa Marta;886-46-3026;M;4;25;Profesional;Cientifica,Economica;5
Deon Dietrich;Barranquilla;557-19-6190;F;5;60;Profesional;;0
Gerardo Kunde VM;Barranquilla;315-03-1496;M;2;17;Tecnico;;0
Piper Murazik Esq.;Cartagena;565-82-0836;F;4;22;Profesional;Politica,Cientifica,Farandula;5
Rafael Reilly Sr.;Cartagena;831-29-9672;F;3;14;Colegio;;0
Saul Harber;Barranquilla;784-20-5138;F;4;23;Profesional;Farandula,Economica;6
Arlen Parker;Barranquilla;134-95-3502;M;2;18;Profesional;;0
Miss Cecila Gaylord;Santa Marta;186-52-5436;M;5;40;Tecnico;Economica,Farandula,Politica;5
Ambrose Turner;Santa Marta;181-16-4070;F;1;42;Profesional;Politica,Economica,Cientifica,Farandula;6
Theron Halvorson;Barranquilla;633-58-9692;F;6;48;Profesional;;0
Winford Cassin;Barranquilla;629-44-1185;M;5;45;Profesional;Economica,Politica,Cientifica,Farandula;5
Salvatore Crist;Cartagena;232-17-9557;M;3;23;Tecnico;Farandula,Politica,Cientifica;6
Reginald Bergstrom;Cartagena;645-94-5165;F;3;26;Profesional;Farandula,Politica;6
Nicolette O'Kon;Barranquilla;681-46-8929;M;5;14;Colegio;;0
Prof. Ola Shanahan;Santa Marta;854-80-8670;F;3;53;Tecnico;;0
Hai Nikolaus;Barranquilla;732-09-8312;F;4;45;Profesional;Politica,Economica,Cientifica;5
Mabelle Parisian;Cartagena;165-39-7115;M;4;46;Tecnico;Economica,Politica,Farandula;1
Willard Rolfson;Cartagena;682-84-5011;M;6;27;Tecnico;Economica,Farandula,Cientifica;6
Amb. Dillon Schinner;Cartagena;373-17-4163;F;4;16;Profesional;;0
Dr. Cesar Langworth;Santa Marta;042-56-0877;M;5;47;Profesional;Economica,Farandula,Politica,Cientifica;1
Anja Powlowski;Santa Marta;134-31-9101;F;4;45;Tecnico;Economica,Farandula,Cientifica;5
Lanny Lehner;Barranquilla;029-12-4619;M;6;41;Tecnico;Economica,Cientifica;5
Burton Murazik Sr.;Barranquilla;139-64-5329;F;5;24;Tecnico;Politica,Cientifica;5
Sen. Margret Herman;Barranquilla;122-93-8753;F;6;16;Tecnico;;0
Ingrid Howell;Cartagena;066-18-8912;F;1;53;Profesional especializacion/master;Politica,Cientifica,Economica;1
Fausto Dickinson;Barranquilla;040-37-0903;F;1;36;Tecnico;Cientifica,Farandula,Economica;4
Crista Wehner;Cartagena;738-15-7230;M;1;36;Profesional;Politica,Cientifica,Farandula;6
Keely Feest;Barranquilla;306-45-0946;F;4;49;Tecnico;;0
Darin MacGyver;Santa Marta;517-48-6443;F;5;34;Profesional;Politica;4
Cherryl Upton;Barranquilla;637-84-3057;F;1;51;Profesional;Cientifica,Farandula,Economica;1
Judie Franecki;Barranquilla;765-03-7739;F;5;40;Tecnico;Economica;5
Terrance Cormier;Santa Marta;192-08-9584;F;3;44;Tecnico;Politica,Economica,Cientifica,Farandula;4
Salvador Denesik MD;Santa Marta;430-85-9738;F;1;57;Tecnico;Economica;1
Lourie Boyle;Cartagena;702-32-0723;F;3;24;Tecnico;Economica,Cientifica;4
Prof. Kerry Kuhic;Santa Marta;593-48-5711;M;6;23;Profesional;Cientifica,Economica;4
Ms. Lawrence Aufderhar;Cartagena;574-58-0335;M;2;27;Profesional;Economica;4
Marjory Waelchi;Santa Marta;368-50-9653;F;2;22;Profesional;Farandula,Economica,Cientifica;5
Monroe Stehr;Barranquilla;197-29-9550;F;4;24;Profesional;Cientifica,Politica;6
Wm Borer;Santa Marta;400-46-7142;F;5;38;Profesional;Economica,Cientifica;6
Grady Robel;Barranquilla;435-04-3319;M;1;29;Profesional;Farandula,Economica,Cientifica,Politica;6
Susannah Olson;Santa Marta;640-50-5822;F;6;42;Tecnico;Farandula;6
Emmitt Conn;Santa Marta;174-66-4151;M;5;30;Profesional especializacion/master;Cientifica,Economica,Politica;4
Tomas MacGyver;Santa Marta;297-26-2180;F;6;45;Tecnico;Politica,Cientifica,Economica,Farandula;4
Rosemary Gusikowski;Cartagena;318-21-3919;F;1;21;Tecnico;Farandula,Politica,Cientifica,Economica;1
Esteban Boyle;Santa Marta;546-68-4230;M;6;16;Tecnico;;0
Armand O'Kon Jr.;Santa Marta;574-86-0647;F;2;24;Profesional;Economica,Cientifica,Politica,Farandula;4
Kirsten Gislason;Barranquilla;650-90-1540;F;6;15;Colegio;Politica,Economica,Cientifica;1
Miss Emilio Watsica;Cartagena;061-10-7123;F;5;59;Profesional;;0
Laurel Effertz;Cartagena;491-53-6171;M;1;35;Profesional doctorado;Politica,Farandula,Cientifica;4
Reba Medhurst;Santa Marta;524-67-4096;M;3;43;Tecnico;Farandula,Politica,Cientifica;4
Alexa Erdman I;Cartagena;054-15-6658;M;2;23;Profesional;Politica,Cientifica;5
Allyn Schinner;Cartagena;685-77-2301;M;4;43;Tecnico;Farandula;5
Melissa Pollich Jr.;Barranquilla;184-91-9863;M;4;36;Profesional;Farandula,Cientifica,Economica,Politica;4
Paris McGlynn;Barranquilla;560-60-4979;M;3;24;Profesional;Politica,Economica,Farandula,Cientifica;5
Gov. Dylan Mante;Santa Marta;239-33-0198;F;4;23;Profesional;Cientifica,Politica,Farandula;4
Lilia Cummerata;Cartagena;539-34-9752;M;5;54;Profesional especializacion/master;Farandula,Politica,Economica,Cientifica;1
Stacee Koch;Cartagena;541-14-2111;F;4;53;Profesional;;0
Denae Hirthe;Cartagena;253-57-0369;F;3;54;Tecnico;;0
Barry Stamm;Cartagena;102-71-6834;F;3;28;Profesional;Economica,Politica;6
Dr. Numbers Frami;Cartagena;428-99-8205;F;6;21;Profesional;Farandula,Economica;1
Sebrina Schultz;Cartagena;055-61-4382;M;6;40;Profesional;Politica,Farandula;4
Edith Langworth;Barranquilla;025-33-0644;M;4;15;Colegio;;0
Alphonse Zboncak VM;Santa Marta;049-95-1514;F;2;45;Tecnico;Politica;4
Kendall Deckow;Cartagena;895-04-4626;M;3;37;Profesional;Economica,Politica;4
Oren Cartwright;Santa Marta;175-78-5614;M;1;59;Profesional doctorado;;0
Loyd Gutmann;Barranquilla;286-24-5707;F;5;14;Colegio;;0
Emil Bruen;Santa Marta;598-04-9553;F;5;53;Tecnico;Economica,Politica;1
Darin Denesik;Santa Marta;319-89-8720;M;4;25;Profesional;Politica;5
Ashly Roberts;Santa Marta;235-45-5630;M;4;28;Profesional especializacion/master;Politica,Farandula,Economica,Cientifica;5
Aubrey Leuschke Ret.;Santa Marta;005-40-2275;F;4;54;Tecnico;Cientifica,Farandula;1
Luis Rice;Santa Marta;701-93-5078;F;2;53;Profesional;;0
Evalyn Stoltenberg;Barranquilla;669-75-7551;M;4;37;Tecnico;Farandula;5
Vicente Lind;Barranquilla;214-61-0994;F;4;35;Tecnico;Farandula,Politica,Economica;5
Wesley Ledner;Cartagena;283-36-1502;F;4;22;Profesional;Cientifica,Economica,Farandula,Politica;4
Gov. Kiesha Howe;Barranquilla;496-49-1272;F;1;23;Tecnico;Farandula,Economica,Cientifica;4
Aron Klein;Santa Marta;885-58-4280;F;6;56;Profesional;Cientifica;1
Arlie Mann;Cartagena;309-64-5796;M;1;43;Tecnico;Cientifica,Farandula,Politica,Economica;6
Bridgette Leffler;Cartagena;046-15-7301;M;4;25;Profesional;Politica,Economica,Farandula;6
Ching Satterfield VM;Santa Marta;138-16-0755;M;1;18;Profesional;Economica;1
Sen. Rodger Ferry;Barranquilla;145-75-4962;M;4;53;Tecnico;Farandula,Cientifica,Economica;1
Mr. Joanna Koelpin;Santa Marta;120-96-5977;F;5;43;Profesional especializacion/master;Politica,Cientifica,Economica,Farandula;4
Melba Douglas III;Barranquilla;777-77-6555;M;5;51;Profesional;;0
Roxann Cormier;Santa Marta;144-85-7319;F;4;23;Tecnico;Cientifica,Politica;5
Will Flatley;Cartagena;821-47-2365;M;1;31;Profesional;Farandula;5
Rev. Mercy Morissette;Santa Marta;379-78-4644;M;1;46;Profesional;;0
Brendon Ebert;Santa Marta;368-66-9663;F;5;43;Tecnico;Politica;5
Enoch Okuneva;Barranquilla;341-58-4956;M;1;59;Profesional especializacion/master;Cientifica,Farandula,Politica,Economica;1
Elza Gislason;Santa Marta;066-14-3049;M;5;53;Profesional;Economica,Farandula;1
Leif Hermann;Barranquilla;852-29-5155;F;4;38;Tecnico;Cientifica,Politica,Farandula;6
Luz Padberg;Cartagena;755-04-3144;F;2;32;Profesional especializacion/master;Cientifica,Politica,Farandula,Economica;5
Isa Macejkovic;Cartagena;784-32-4788;M;6;32;Tecnico;Politica;6
Terrilyn Spencer;Santa Marta;599-76-2855;M;6;14;Colegio;Politica;1
Deirdre Hilll;Cartagena;886-53-7326;M;2;51;Tecnico;;0
Corina Gottlieb;Santa Marta;176-55-4968;M;3;17;Tecnico;Farandula;1
Gabriela Klocko;Barranquilla;763-76-9982;F;3;19;Tecnico;;0
Mr. Marcell Tremblay;Cartagena;169-56-9213;M;6;38;Tecnico;Farandula,Economica,Cientifica;6
Carson Beahan;Cartagena;471-17-0602;F;2;31;Tecnico;Cientifica,Politica;4
Ulysses Mayer;Santa Marta;429-43-1619;F;1;43;Tecnico;Politica,Farandula;6
Yajaira Gerlach;Barranquilla;745-64-3651;F;2;16;Tecnico;Farandula,Economica;1
Mrs. Daren Barrows;Barranquilla;587-74-9307;F;2;37;Profesional especializacion/master;Cientifica,Politica,Economica;5
The Hon. Darius Zboncak;Barranquilla;145-62-2702;F;4;50;Tecnico;Farandula;1
Debra Waters;Cartagena;383-25-1360;F;2;29;Tecnico;Cientifica;6
Lynwood Reilly;Barranquilla;118-60-2163;F;3;14;Colegio;Cientifica,Farandula,Politica;1
Tequila Thiel;Santa Marta;048-10-2870;M;2;48;Tecnico;;0
Sona Howell;Santa Marta;875-47-4546;F;3;32;Profesional;Farandula,Economica;6
Theodore Harris;Cartagena;452-05-1013;F;2;28;Profesional;Cientifica;6
Roseann Murazik;Cartagena;278-30-1648;M;6;17;Profesional;;0
Andrew Kuphal DDS;Barranquilla;143-66-3857;M;2;44;Profesional;Politica;4
Prof. Benedict Corkery;Santa Marta;287-04-3356;M;1;59;Tecnico;Economica;1
Toney Stracke;Santa Marta;426-46-7780;F;4;54;Tecnico;;0
Emil Hermiston;Barranquilla;708-81-3094;F;2;43;Tecnico;Cientifica;5
Wonda Schiller;Cartagena;821-53-3843;F;3;48;Tecnico;Cientifica;1
Sophie Tremblay;Santa Marta;700-04-7913;M;1;25;Profesional;Politica,Economica,Cientifica;4
Pres. Cheryle Hoeger;Cartagena;164-46-8003;M;3;31;Tecnico;Economica,Politica,Farandula;5
Elmo Jacobs;Santa Marta;727-70-0837;F;3;18;Tecnico;;0
Ariel Schaden;Santa Marta;589-93-9002;M;1;21;Profesional;Farandula,Politica;1
Gov. Johnathan Nolan;Barranquilla;300-02-9064;F;2;27;Profesional;Cientifica,Economica;6
Rick Jerde JD;Santa Marta;145-69-1928;M;3;40;Tecnico;Politica,Farandula,Economica;6
Keenan Daugherty;Barranquilla;598-06-2479;M;1;21;Profesional;Politica,Farandula,Cientifica;1
Lara Reilly;Cartagena;171-53-8414;F;4;37;Profesional;Economica,Cientifica,Farandula,Politica;5
Rossana Schinner;Santa Marta;526-59-6863;M;6;39;Tecnico;Farandula,Politica,Economica,Cientifica;6
Pres. Clemente Langosh;Barranquilla;092-53-7674;F;4;18;Profesional;;0
Isaiah Kuhn;Barranquilla;041-09-6518;F;1;34;Tecnico;Farandula,Politica,Cientifica;6
Grady Wuckert;Santa Marta;711-71-4972;F;2;43;Tecnico;Politica,Economica,Cientifica,Farandula;4
Rev. Ned Grant;Cartagena;080-65-8315;F;3;17;Profesional;;0
Marylouise Klocko;Cartagena;365-21-8648;M;5;47;Profesional;;0
Fr. Nelia Hartmann;Cartagena;344-13-5896;F;5;49;Tecnico;;0
Shannon Bauch Jr.;Cartagena;759-75-3058;M;4;22;Profesional;Cientifica,Economica,Politica;4
Jessie Shields;Santa Marta;518-07-6540;F;5;15;Colegio;Economica,Cientifica;1
Krishna Purdy;Barranquilla;582-32-4294;F;5;14;Colegio;Cientifica,Farandula;1
Angelo King;Cartagena;355-51-5906;F;2;42;Profesional especializacion/master;Politica,Farandula;5
Celsa Bergnaum;Cartagena;863-14-8870;M;2;51;Profesional;Cientifica;1
Bernice Gibson;Santa Marta;646-78-1534;F;6;52;Tecnico;Cientifica,Farandula,Politica,Economica;1
Cyndy McCullough;Santa Marta;235-27-3695;F;6;27;Profesional;Economica,Politica,Farandula;5
Nickole Pfannerstill DDS;Barranquilla;879-74-8097;M;3;37;Profesional;Cientifica,Politica;6
Arlen Satterfield MD;Santa Marta;475-81-7471;M;2;37;Tecnico;Politica,Cientifica,Farandula,Economica;5
Laverne O'Keefe;Santa Marta;030-91-4045;F;2;46;Profesional;Economica;1
Sen. Jorge Ondricka;Santa Marta;439-96-2553;F;4;20;Tecnico;Cientifica,Economica;1
Xiao Prohaska;Cartagena;354-21-6030;M;2;19;Profesional;Economica,Politica;1
Elbert Johns;Santa Marta;153-55-2082;M;5;20;Profesional;Cientifica,Economica,Farandula,Politica;1
Lorette Stroman;Cartagena;712-42-0229;M;3;53;Tecnico;;0
Refugia Willms DVM;Santa Marta;631-33-4867;F;3;25;Tecnico;Farandula,Politica;4
Prof. Talisha Jakubowski;Cartagena;186-09-1895;M;3;16;Profesional;Cientifica,Farandula,Politica,Economica;1
Lise Halvorson;Cartagena;204-50-7465;M;6;17;Tecnico;;0
Kelly Yost;Santa Marta;303-80-0471;M;4;17;Profesional;Politica,Farandula;1
Leon Grimes DDS;Santa Marta;362-35-6550;M;6;40;Profesional especializacion/master;Farandula,Politica;5
Miss Tyron Kiehn;Santa Marta;437-55-5782;F;2;19;Tecnico;;0
Wonda Reilly;Santa Marta;681-86-7355;M;2;41;Profesional especializacion/master;Economica,Farandula,Politica;4
Bryanna Murazik Esq.;Cartagena;171-35-4011;M;1;26;Profesional;Farandula,Politica;5
Marva Green;Barranquilla;202-77-3573;M;1;44;Profesional;Economica,Politica,Farandula,Cientifica;6
Mrs. Richie Grant;Santa Marta;775-22-7996;M;2;53;Profesional;;0
Roman Harris;Santa Marta;512-84-8187;M;5;50;Profesional;Economica,Cientifica,Politica,Farandula;1
Bev Steuber VM;Barranquilla;663-48-6453;M;4;23;Tecnico;Politica,Economica,Farandula,Cientifica;5
Jani Welch;Cartagena;081-68-3307;F;5;35;Profesional especializacion/master;Politica,Cientifica,Economica;6
William Steuber;Cartagena;654-70-3611;F;1;43;Tecnico;Farandula,Economica,Politica;5
Terry Thiel;Santa Marta;476-16-0450;M;2;36;Tecnico;Economica,Politica,Cientifica,Farandula;6
Carlo Prosacco;Cartagena;001-42-1475;M;5;14;Colegio;Politica;1
Rev. Deb Larkin;Cartagena;646-55-6369;M;6;23;Profesional;Cientifica;5
Alverta Gulgowski;Barranquilla;068-70-3330;F;3;50;Tecnico;Farandula,Cientifica,Politica,Economica;1
Evan Durgan;Santa Marta;884-89-7105;F;3;46;Tecnico;Cientifica,Farandula,Politica;1
Dalton Champlin;Cartagena;184-16-9183;F;6;17;Profesional;;0
Colton Lockman;Cartagena;147-27-4667;F;5;36;Tecnico;Economica;6
Gerri Wintheiser;Cartagena;798-18-9966;M;2;28;Tecnico;Politica;4
Bruce Cole;Barranquilla;608-29-1734;M;3;59;Tecnico;;0
Fr. Wilford Kassulke;Barranquilla;273-43-8562;M;4;46;Tecnico;;0
Michal Robel;Cartagena;538-64-5170;F;3;49;Profesional especializacion/master;Economica,Cientifica,Politica;1
Zana Flatley;Cartagena;008-89-3773;F;1;43;Profesional;Cientifica,Politica;4
Jayson Herzog;Barranquilla;434-74-4979;M;4;47;Profesional especializacion/master;;0
Joan O'Kon;Barranquilla;088-86-4599;M;2;48;Tecnico;;0
Sheldon Bahringer;Santa Marta;727-22-1811;M;1;42;Profesional especializacion/master;Politica,Cientifica,Farandula;5
Ferdinand Predovic Sr.;Santa Marta;432-71-3358;M;5;27;Tecnico;Politica;6
Bess Huels V;Cartagena;103-91-1392;F;4;47;Tecnico;;0
Bibi O'Connell DVM;Cartagena;523-55-9264;F;6;37;Profesional;Farandula,Cientifica,Economica,Politica;4
Lavern Leuschke;Cartagena;677-11-2088;F;4;39;Profesional;Cientifica,Economica;4
Isabel Jast;Cartagena;487-93-8145;F;6;16;Profesional;Farandula,Politica;1
Genaro Parisian;Barranquilla;348-88-7005;F;3;50;Profesional;;0
Elmira Lubowitz;Santa Marta;397-81-8325;M;3;34;Profesional especializacion/master;Economica,Farandula;6
Kiana West;Cartagena;108-49-0099;F;5;54;Tecnico;;0
Marion Ondricka VM;Santa Marta;393-45-2235;F;1;53;Profesional doctorado;Politica,Farandula,Economica,Cientifica;1
Ollie Kilback;Santa Marta;522-24-5904;F;6;52;Profesional;;0
Chase Adams;Santa Marta;737-50-3012;M;2;16;Profesional;Farandula,Economica,Politica;1
Michale Pagac;Santa Marta;575-79-0041;M;6;23;Tecnico;Farandula,Economica;6
Miss Jed Grant;Barranquilla;449-21-2835;F;3;58;Tecnico;Economica;1
Fredric Muller;Barranquilla;550-04-1422;F;3;36;Tecnico;Cientifica,Economica,Politica,Farandula;6
Amb. Pamelia Upton;Barranquilla;722-95-9661;F;2;56;Tecnico;;0
Autumn Bashirian;Cartagena;178-27-4864;F;5;25;Tecnico;Cientifica,Economica;5
The Hon. Raymundo Kshlerin;Barranquilla;094-92-7920;F;1;45;Profesional doctorado;Economica;4
Erline MacGyver;Santa Marta;322-88-5255;F;1;36;Profesional especializacion/master;Farandula,Economica,Politica;4
Sara Simonis;Cartagena;387-78-7122;F;6;26;Profesional;Politica,Economica;4
Msgr. Barry Dach;Cartagena;570-79-0392;F;3;56;Tecnico;;0
Anthony Walsh;Santa Marta;705-30-5822;F;6;57;Tecnico;;0
Nathan Hodkiewicz;Santa Marta;065-86-3209;M;2;30;Profesional;Farandula,Politica,Economica;4
Dick Ebert Sr.;Barranquilla;388-40-2149;F;6;25;Tecnico;Politica,Cientifica,Economica,Farandula;4
Willa Schinner JD;Barranquilla;154-20-8336;M;1;28;Tecnico;Farandula,Cientifica,Politica;6
Andre Yundt;Barranquilla;831-36-4650;F;4;43;Profesional doctorado;Farandula,Economica,Cientifica;5
Rosanne Padberg;Santa Marta;189-35-4144;M;4;51;Profesional;;0
Dominic Kozey PhD;Santa Marta;663-68-8768;M;1;25;Profesional;Politica,Farandula;4
Lea Heidenreich;Barranquilla;100-30-6224;F;5;30;Profesional;Politica,Economica,Farandula,Cientifica;5
Tony Gusikowski;Santa Marta;662-92-8303;F;3;45;Tecnico;Farandula;4
Brock Romaguera;Santa Marta;131-76-4052;M;4;40;Profesional especializacion/master;Politica,Economica,Cientifica,Farandula;6
Rocco Goyette;Barranquilla;511-73-4349;M;4;53;Profesional;;0
Somer Thiel DC;Barranquilla;143-81-6572;M;5;42;Tecnico;Farandula,Economica,Politica,Cientifica;4
